001143,4,0,20121101004800,116.4334183,40.0281563,0,276,1
001143,4,1,20121101055725,116.3871689,39.9500618,17,92,1
001143,4,1,20121101055819,116.3891525,39.9480782,0,174,1
001143,4,0,20121102000056,116.3789520,39.9520798,21,80,1
001143,4,0,20121101160610,116.3850327,39.9518547,0,70,1
001143,1,1,20121101160615,116.3851700,39.9518204,10,108,1
001143,4,1,20121101182102,116.4328537,39.9020309,8,264,1
001143,4,1,20121101182157,116.4307022,39.9033012,2,288,1
001143,4,1,20121101182252,116.4302368,39.9041328,0,324,1
001143,4,1,20121101183615,116.3999634,39.9143715,0,352,1
001143,0,0,20121101183712,116.4002686,39.9148903,30,2,1
